"Order_ID";"Product_ID";"User_ID";"Order_Date";"Return_Date";"Product_Category";"Product_Price";"Order_Quantity";"Return_Reason";"Return_Status";"Days_to_Return";"User_Age";"User_Gender";"User_Location";"Payment_Method";"Shipping_Method";"Discount_Applied";"Sales";"Profit"
"ORD00001066";"PROD00001066";"USER00001066";"2023-02-20";"2023-04-18";"Toys";243.95;2;"Not as described";"Returned";57;58;"Female";"City13";"Debit Card";"Next-Day";4.35;466.68;93.34
"ORD00001067";"PROD00001067";"USER00001067";"2024-10-14";"2024-03-13";"Home";144.91;3;"Changed mind";"Returned";-215;62;"Male";"City47";"Gift Card";"Standard";34.91;282.97;56.59
"ORD00001068";"PROD00001068";"USER00001068";"2023-02-27";"";"Home";150.91;5;"No Return";"Not Returned";0;20;"Female";"City84";"Debit Card";"Next-Day";33.8;499.51;99.9
"ORD00001069";"PROD00001069";"USER00001069";"2023-09-30";"";"Home";316.7;1;"No Return";"Not Returned";0;50;"Female";"City85";"PayPal";"Standard";40.38;188.82;37.76
"ORD00001070";"PROD00001070";"USER00001070";"2023-11-24";"2023-02-13";"Home";266.2;4;"Defective";"Returned";-284;55;"Female";"City50";"Debit Card";"Standard";43.68;599.7;119.94
"ORD00001071";"PROD00001071";"USER00001071";"2024-06-29";"2024-02-28";"Home";220.08;5;"Wrong item";"Returned";-122;62;"Male";"City79";"PayPal";"Standard";17.72;905.41;181.08
"ORD00001072";"PROD00001072";"USER00001072";"2023-06-01";"2024-12-22";"Toys";52.81;1;"Wrong item";"Returned";570;52;"Male";"City28";"PayPal";"Express";48.46;27.22;5.44
"ORD00001073";"PROD00001073";"USER00001073";"2023-09-29";"2023-12-10";"Toys";12.24;3;"Wrong item";"Returned";72;32;"Female";"City87";"Gift Card";"Express";23.63;28.04;5.61
"ORD00001074";"PROD00001074";"USER00001074";"2023-06-22";"2024-12-06";"Home";401.55;2;"Not as described";"Returned";533;63;"Female";"City81";"PayPal";"Standard";15.18;681.19;136.24
"ORD00001075";"PROD00001075";"USER00001075";"2023-05-12";"2023-07-29";"Home";340.34;5;"Defective";"Returned";78;48;"Female";"City39";"Debit Card";"Standard";47.23;897.99;179.6
"ORD00001076";"PROD00001076";"USER00001076";"2024-10-24";"";"Electronics";226.96;4;"No Return";"Not Returned";0;43;"Female";"City12";"Credit Card";"Next-Day";48.15;470.72;94.14
"ORD00001077";"PROD00001077";"USER00001077";"2024-07-21";"2023-11-24";"Home";482.35;3;"Wrong item";"Returned";-240;59;"Male";"City78";"PayPal";"Express";28.46;1035.22;207.04
"ORD00001078";"PROD00001078";"USER00001078";"2023-07-21";"";"Books";175.66;4;"No Return";"Not Returned";0;26;"Female";"City50";"PayPal";"Standard";10.96;625.63;125.13
"ORD00001079";"PROD00001079";"USER00001079";"2024-11-23";"";"Clothing";124.76;1;"No Return";"Not Returned";0;33;"Female";"City2";"PayPal";"Next-Day";31.96;84.89;16.98
"ORD00001080";"PROD00001080";"USER00001080";"2023-03-07";"2024-02-26";"Clothing";446.63;5;"Defective";"Returned";356;32;"Male";"City50";"Debit Card";"Standard";48.6;1147.84;229.57
"ORD00001081";"PROD00001081";"USER00001081";"2023-10-24";"";"Books";119.61;4;"No Return";"Not Returned";0;54;"Male";"City43";"Gift Card";"Standard";25.44;356.72;71.34
"ORD00001082";"PROD00001082";"USER00001082";"2024-02-17";"";"Electronics";39.51;1;"No Return";"Not Returned";0;55;"Male";"City66";"Debit Card";"Standard";14.63;33.73;6.75
"ORD00001083";"PROD00001083";"USER00001083";"2023-01-26";"";"Home";65.07;3;"No Return";"Not Returned";0;38;"Female";"City11";"Gift Card";"Standard";2.7;189.94;37.99
"ORD00001084";"PROD00001084";"USER00001084";"2024-06-05";"";"Clothing";37.44;1;"No Return";"Not Returned";0;21;"Female";"City44";"Credit Card";"Express";2.44;36.53;7.31
"ORD00001085";"PROD00001085";"USER00001085";"2023-10-23";"";"Home";449.46;1;"No Return";"Not Returned";0;51;"Female";"City74";"Credit Card";"Express";14.84;382.76;76.55
"ORD00001086";"PROD00001086";"USER00001086";"2023-11-24";"2023-11-06";"Home";175.35;4;"Changed mind";"Returned";-18;36;"Male";"City48";"PayPal";"Next-Day";40.74;415.65;83.13
"ORD00001087";"PROD00001087";"USER00001087";"2024-12-16";"2024-03-15";"Books";67.65;4;"Changed mind";"Returned";-276;67;"Male";"City86";"Credit Card";"Standard";47.96;140.82;28.16
"ORD00001088";"PROD00001088";"USER00001088";"2024-04-02";"";"Toys";461.96;3;"No Return";"Not Returned";0;43;"Female";"City60";"Gift Card";"Next-Day";16.78;1153.33;230.67
"ORD00001089";"PROD00001089";"USER00001089";"2023-10-17";"";"Home";407.63;2;"No Return";"Not Returned";0;36;"Male";"City53";"Credit Card";"Standard";28.98;579.0;115.8
"ORD00001090";"PROD00001090";"USER00001090";"2024-05-28";"";"Home";104.4;1;"No Return";"Not Returned";0;64;"Female";"City100";"Gift Card";"Next-Day";47.01;55.32;11.06
"ORD00001091";"PROD00001091";"USER00001091";"2023-12-24";"";"Toys";279.58;5;"No Return";"Not Returned";0;30;"Male";"City18";"Debit Card";"Next-Day";9.04;1271.53;254.31
"ORD00001092";"PROD00001092";"USER00001092";"2023-12-01";"2023-10-10";"Electronics";485.64;4;"Changed mind";"Returned";-52;34;"Female";"City95";"Debit Card";"Next-Day";40.06;1164.37;232.87
"ORD00001093";"PROD00001093";"USER00001093";"2024-10-24";"2023-08-19";"Home";387.73;1;"Not as described";"Returned";-432;55;"Female";"City27";"PayPal";"Express";22.71;299.68;59.94
"ORD00001094";"PROD00001094";"USER00001094";"2024-09-21";"";"Clothing";437.28;4;"No Return";"Not Returned";0;24;"Male";"City73";"Debit Card";"Standard";12.17;1536.25;307.25
"ORD00001095";"PROD00001095";"USER00001095";"2023-10-14";"";"Books";253.72;2;"No Return";"Not Returned";0;51;"Male";"City38";"Debit Card";"Standard";43.76;285.38;57.08
"ORD00001096";"PROD00001096";"USER00001096";"2023-09-05";"2024-12-28";"Books";194.73;1;"Wrong item";"Returned";480;21;"Female";"City100";"PayPal";"Next-Day";6.2;182.66;36.53
"ORD00001097";"PROD00001097";"USER00001097";"2023-03-08";"2024-05-13";"Home";403.78;4;"Changed mind";"Returned";432;61;"Male";"City62";"Gift Card";"Express";34.01;1065.82;213.16
"ORD00001098";"PROD00001098";"USER00001098";"2024-10-04";"2023-02-07";"Electronics";157.16;1;"Not as described";"Returned";-605;25;"Male";"City71";"PayPal";"Standard";30.42;109.35;21.87
"ORD00001099";"PROD00001099";"USER00001099";"2023-01-30";"";"Clothing";31.96;4;"No Return";"Not Returned";0;36;"Male";"City51";"Debit Card";"Next-Day";22.51;99.06;19.81
"ORD00001100";"PROD00001100";"USER00001100";"2023-03-17";"2024-06-06";"Clothing";237.49;5;"Changed mind";"Returned";447;66;"Male";"City86";"Debit Card";"Standard";34.38;779.2;155.84
"ORD00001101";"PROD00001101";"USER00001101";"2024-02-24";"2023-12-26";"Clothing";413.62;3;"Changed mind";"Returned";-60;28;"Female";"City48";"Credit Card";"Next-Day";41.79;722.3;144.46
"ORD00001102";"PROD00001102";"USER00001102";"2024-12-05";"2024-12-26";"Electronics";459.23;3;"Wrong item";"Returned";21;28;"Female";"City20";"Debit Card";"Next-Day";44.14;769.58;153.92
"ORD00001103";"PROD00001103";"USER00001103";"2023-01-30";"2024-09-01";"Home";259.63;4;"Wrong item";"Returned";580;32;"Female";"City58";"PayPal";"Standard";2.15;1016.19;203.24
"ORD00001104";"PROD00001104";"USER00001104";"2024-06-18";"2023-08-24";"Home";396.16;4;"Changed mind";"Returned";-299;63;"Male";"City80";"Gift Card";"Express";17.46;1307.96;261.59
"ORD00001105";"PROD00001105";"USER00001105";"2023-10-26";"2023-11-21";"Books";36.23;2;"Defective";"Returned";26;31;"Male";"City24";"Credit Card";"Express";32.48;48.92;9.78
"ORD00001106";"PROD00001106";"USER00001106";"2024-01-09";"";"Books";300.33;1;"No Return";"Not Returned";0;40;"Female";"City4";"PayPal";"Next-Day";3.2;290.72;58.14
"ORD00001107";"PROD00001107";"USER00001107";"2023-05-30";"";"Electronics";202.07;4;"No Return";"Not Returned";0;28;"Male";"City97";"Debit Card";"Next-Day";31.57;553.11;110.62
"ORD00001108";"PROD00001108";"USER00001108";"2023-06-04";"2024-03-07";"Books";395.24;5;"Changed mind";"Returned";277;70;"Male";"City44";"PayPal";"Standard";36.55;1253.9;250.78
"ORD00001109";"PROD00001109";"USER00001109";"2023-02-09";"";"Books";160.95;5;"No Return";"Not Returned";0;47;"Male";"City21";"PayPal";"Standard";11.65;711.0;142.2
"ORD00001110";"PROD00001110";"USER00001110";"2024-08-31";"";"Toys";300.1;2;"No Return";"Not Returned";0;42;"Male";"City73";"Debit Card";"Standard";31.07;413.72;82.74
"ORD00001111";"PROD00001111";"USER00001111";"2024-03-29";"2023-06-28";"Toys";490.26;3;"Changed mind";"Returned";-275;67;"Male";"City62";"Credit Card";"Next-Day";38.12;910.12;182.02
"ORD00001112";"PROD00001112";"USER00001112";"2023-03-14";"2023-10-29";"Books";251.98;3;"Not as described";"Returned";229;36;"Male";"City46";"Gift Card";"Next-Day";32.89;507.31;101.46
"ORD00001113";"PROD00001113";"USER00001113";"2024-11-11";"2024-08-27";"Electronics";154.56;5;"Not as described";"Returned";-76;38;"Male";"City82";"Gift Card";"Express";34.34;507.42;101.48
"ORD00001114";"PROD00001114";"USER00001114";"2023-03-09";"2024-11-28";"Books";87.22;5;"Not as described";"Returned";630;22;"Male";"City87";"Credit Card";"Express";18.48;355.51;71.1
"ORD00001115";"PROD00001115";"USER00001115";"2023-12-19";"";"Home";483.36;4;"No Return";"Not Returned";0;47;"Male";"City24";"Gift Card";"Standard";24.87;1452.59;290.52
"ORD00001116";"PROD00001116";"USER00001116";"2024-04-30";"2023-02-25";"Clothing";466.85;4;"Not as described";"Returned";-430;59;"Male";"City86";"Debit Card";"Next-Day";44.11;1043.69;208.74
"ORD00001117";"PROD00001117";"USER00001117";"2024-12-13";"2024-07-25";"Clothing";134.39;4;"Changed mind";"Returned";-141;70;"Male";"City29";"Credit Card";"Standard";1.46;529.71;105.94
"ORD00001118";"PROD00001118";"USER00001118";"2024-12-25";"2024-09-04";"Electronics";42.38;2;"Changed mind";"Returned";-112;28;"Male";"City87";"Debit Card";"Express";30.34;59.04;11.81
"ORD00001119";"PROD00001119";"USER00001119";"2024-05-14";"";"Toys";228.3;2;"No Return";"Not Returned";0;55;"Male";"City1";"Debit Card";"Standard";7.73;421.3;84.26
"ORD00001120";"PROD00001120";"USER00001120";"2024-07-17";"2024-04-28";"Electronics";354.54;3;"Defective";"Returned";-80;35;"Male";"City32";"Gift Card";"Standard";25.39;793.57;158.71
"ORD00001121";"PROD00001121";"USER00001121";"2024-03-07";"";"Toys";195.71;5;"No Return";"Not Returned";0;60;"Male";"City82";"Gift Card";"Express";46.25;525.97;105.19
"ORD00001122";"PROD00001122";"USER00001122";"2024-03-28";"";"Electronics";213.79;5;"No Return";"Not Returned";0;22;"Male";"City13";"PayPal";"Express";4.33;1022.66;204.53
"ORD00001123";"PROD00001123";"USER00001123";"2023-10-23";"2024-06-26";"Home";385.15;1;"Defective";"Returned";247;61;"Female";"City97";"Credit Card";"Express";37.99;238.83;47.77
"ORD00001124";"PROD00001124";"USER00001124";"2024-10-25";"";"Books";394.96;1;"No Return";"Not Returned";0;37;"Male";"City73";"Debit Card";"Standard";0.35;393.58;78.72
"ORD00001125";"PROD00001125";"USER00001125";"2024-11-18";"2024-09-21";"Toys";338.28;1;"Changed mind";"Returned";-58;48;"Female";"City12";"Debit Card";"Express";15.02;287.47;57.49
"ORD00001126";"PROD00001126";"USER00001126";"2023-06-24";"";"Home";249.42;1;"No Return";"Not Returned";0;30;"Female";"City9";"Gift Card";"Express";46.98;132.24;26.45
"ORD00001127";"PROD00001127";"USER00001127";"2023-06-27";"2024-05-01";"Electronics";60.53;2;"Changed mind";"Returned";309;37;"Male";"City63";"Debit Card";"Next-Day";8.74;110.48;22.1
"ORD00001128";"PROD00001128";"USER00001128";"2024-02-09";"2023-09-13";"Electronics";218.88;2;"Not as described";"Returned";-149;27;"Female";"City73";"PayPal";"Standard";19.06;354.32;70.86
"ORD00001129";"PROD00001129";"USER00001129";"2024-01-09";"";"Electronics";265.79;4;"No Return";"Not Returned";0;56;"Female";"City39";"PayPal";"Next-Day";33.75;704.34;140.87
"ORD00001130";"PROD00001130";"USER00001130";"2023-01-10";"2024-09-18";"Home";330.55;4;"Wrong item";"Returned";617;57;"Female";"City45";"Debit Card";"Next-Day";8.62;1208.23;241.65
"ORD00001131";"PROD00001131";"USER00001131";"2023-01-28";"2024-09-09";"Toys";254.95;5;"Defective";"Returned";590;42;"Female";"City4";"PayPal";"Express";5.66;1202.6;240.52
"ORD00001132";"PROD00001132";"USER00001132";"2023-04-11";"";"Electronics";345.98;4;"No Return";"Not Returned";0;39;"Male";"City76";"Credit Card";"Next-Day";29.19;979.95;195.99
"ORD00001133";"PROD00001133";"USER00001133";"2023-04-14";"2024-03-03";"Electronics";204.83;5;"Wrong item";"Returned";324;39;"Female";"City3";"PayPal";"Standard";38.09;634.05;126.81
"ORD00001134";"PROD00001134";"USER00001134";"2024-08-12";"2024-02-27";"Electronics";276.22;2;"Not as described";"Returned";-167;59;"Female";"City86";"PayPal";"Express";16.35;462.12;92.42
"ORD00001135";"PROD00001135";"USER00001135";"2024-10-16";"2023-12-03";"Toys";44.7;4;"Not as described";"Returned";-318;51;"Female";"City95";"Debit Card";"Next-Day";43.27;101.43;20.29
"ORD00001136";"PROD00001136";"USER00001136";"2023-05-22";"";"Electronics";165.88;5;"No Return";"Not Returned";0;37;"Male";"City84";"Debit Card";"Express";15.09;704.24;140.85
"ORD00001137";"PROD00001137";"USER00001137";"2024-01-07";"";"Electronics";111.41;4;"No Return";"Not Returned";0;24;"Female";"City86";"Credit Card";"Standard";8.89;406.02;81.2
"ORD00001138";"PROD00001138";"USER00001138";"2024-08-25";"2024-10-30";"Home";98.41;4;"Not as described";"Returned";66;30;"Female";"City77";"Gift Card";"Next-Day";23.01;303.06;60.61
"ORD00001139";"PROD00001139";"USER00001139";"2024-09-23";"2024-01-21";"Electronics";168.88;5;"Not as described";"Returned";-246;50;"Female";"City50";"Gift Card";"Standard";44.5;468.64;93.73
"ORD00001140";"PROD00001140";"USER00001140";"2023-08-04";"";"Toys";290.89;5;"No Return";"Not Returned";0;53;"Female";"City17";"Gift Card";"Next-Day";8.0;1338.09;267.62
"ORD00001141";"PROD00001141";"USER00001141";"2023-04-13";"2023-02-26";"Home";75.5;3;"Wrong item";"Returned";-46;49;"Male";"City49";"Gift Card";"Express";45.83;122.7;24.54
"ORD00001142";"PROD00001142";"USER00001142";"2024-08-13";"";"Electronics";352.34;4;"No Return";"Not Returned";0;58;"Male";"City95";"Gift Card";"Express";25.57;1048.99;209.8
"ORD00001143";"PROD00001143";"USER00001143";"2023-05-12";"2024-07-05";"Electronics";483.41;1;"Changed mind";"Returned";420;29;"Male";"City95";"Credit Card";"Next-Day";48.0;251.37;50.27
"ORD00001144";"PROD00001144";"USER00001144";"2024-12-23";"";"Home";277.07;5;"No Return";"Not Returned";0;49;"Male";"City11";"Gift Card";"Express";8.65;1265.52;253.1
"ORD00001145";"PROD00001145";"USER00001145";"2023-04-15";"2024-10-01";"Clothing";437.0;2;"Wrong item";"Returned";535;38;"Male";"City29";"Gift Card";"Express";1.63;859.75;171.95
"ORD00001146";"PROD00001146";"USER00001146";"2024-12-14";"2024-07-05";"Home";392.55;4;"Wrong item";"Returned";-162;61;"Male";"City30";"Gift Card";"Express";10.79;1400.78;280.16
"ORD00001147";"PROD00001147";"USER00001147";"2024-03-19";"2024-06-22";"Clothing";261.08;3;"Not as described";"Returned";95;53;"Female";"City6";"Gift Card";"Standard";26.72;573.96;114.79
"ORD00001148";"PROD00001148";"USER00001148";"2024-12-29";"2024-08-26";"Home";425.03;1;"Defective";"Returned";-125;28;"Male";"City46";"Credit Card";"Next-Day";32.48;286.98;57.4
"ORD00001149";"PROD00001149";"USER00001149";"2024-04-09";"2024-03-09";"Electronics";423.17;5;"Wrong item";"Returned";-31;65;"Female";"City24";"Gift Card";"Standard";9.75;1909.55;381.91
"ORD00001150";"PROD00001150";"USER00001150";"2024-07-22";"";"Toys";261.01;3;"No Return";"Not Returned";0;26;"Female";"City34";"PayPal";"Next-Day";38.81;479.14;95.83
"ORD00001151";"PROD00001151";"USER00001151";"2024-06-10";"";"Toys";63.55;3;"No Return";"Not Returned";0;35;"Male";"City56";"PayPal";"Standard";5.17;180.79;36.16
"ORD00001152";"PROD00001152";"USER00001152";"2023-04-02";"";"Books";390.33;3;"No Return";"Not Returned";0;70;"Female";"City94";"Gift Card";"Express";30.9;809.15;161.83
"ORD00001153";"PROD00001153";"USER00001153";"2024-06-24";"";"Home";354.55;1;"No Return";"Not Returned";0;40;"Male";"City91";"Gift Card";"Standard";27.0;258.82;51.76
"ORD00001154";"PROD00001154";"USER00001154";"2023-04-01";"2023-09-29";"Home";497.27;2;"Changed mind";"Returned";181;63;"Female";"City79";"Credit Card";"Next-Day";17.79;817.61;163.52
"ORD00001155";"PROD00001155";"USER00001155";"2023-01-26";"";"Toys";264.68;3;"No Return";"Not Returned";0;26;"Female";"City70";"Credit Card";"Standard";2.9;771.01;154.2
"ORD00001156";"PROD00001156";"USER00001156";"2023-05-23";"2023-12-27";"Books";239.87;2;"Changed mind";"Returned";218;46;"Male";"City82";"Gift Card";"Next-Day";0.03;479.6;95.92
"ORD00001157";"PROD00001157";"USER00001157";"2023-06-25";"";"Home";358.04;2;"No Return";"Not Returned";0;39;"Female";"City68";"PayPal";"Express";28.8;509.85;101.97
"ORD00001158";"PROD00001158";"USER00001158";"2024-05-20";"";"Books";488.06;4;"No Return";"Not Returned";0;26;"Male";"City86";"PayPal";"Express";21.43;1533.87;306.77
"ORD00001159";"PROD00001159";"USER00001159";"2023-06-16";"2023-05-07";"Clothing";498.5;4;"Defective";"Returned";-40;57;"Female";"City58";"Credit Card";"Next-Day";33.88;1318.43;263.69
"ORD00001160";"PROD00001160";"USER00001160";"2023-10-09";"";"Home";86.25;3;"No Return";"Not Returned";0;70;"Female";"City33";"Gift Card";"Express";44.67;143.17;28.63
"ORD00001161";"PROD00001161";"USER00001161";"2023-03-11";"";"Clothing";432.8;1;"No Return";"Not Returned";0;48;"Male";"City98";"Credit Card";"Standard";17.37;357.62;71.52
"ORD00001162";"PROD00001162";"USER00001162";"2024-01-14";"";"Home";353.05;2;"No Return";"Not Returned";0;27;"Male";"City1";"Credit Card";"Express";43.02;402.34;80.47
"ORD00001163";"PROD00001163";"USER00001163";"2024-03-06";"";"Home";204.27;1;"No Return";"Not Returned";0;64;"Female";"City17";"PayPal";"Next-Day";31.13;140.68;28.14
"ORD00001164";"PROD00001164";"USER00001164";"2024-09-22";"2023-11-24";"Home";44.27;2;"Wrong item";"Returned";-303;20;"Female";"City14";"PayPal";"Standard";14.91;75.34;15.07
"ORD00001165";"PROD00001165";"USER00001165";"2024-09-24";"";"Electronics";348.25;1;"No Return";"Not Returned";0;70;"Female";"City86";"PayPal";"Standard";31.38;238.97;47.79
"ORD00001166";"PROD00001166";"USER00001166";"2024-01-16";"2024-02-03";"Electronics";262.0;3;"Wrong item";"Returned";18;52;"Female";"City82";"Credit Card";"Next-Day";26.03;581.4;116.28
"ORD00001167";"PROD00001167";"USER00001167";"2024-10-24";"2023-06-03";"Books";133.56;5;"Not as described";"Returned";-509;50;"Female";"City89";"Credit Card";"Express";43.59;376.71;75.34
"ORD00001168";"PROD00001168";"USER00001168";"2023-04-10";"2023-11-07";"Home";146.53;5;"Wrong item";"Returned";211;39;"Female";"City3";"Credit Card";"Express";43.75;412.12;82.42
"ORD00001169";"PROD00001169";"USER00001169";"2023-06-01";"2023-03-30";"Clothing";122.38;5;"Not as described";"Returned";-63;52;"Male";"City11";"Gift Card";"Express";32.37;413.83;82.77
"ORD00001170";"PROD00001170";"USER00001170";"2024-03-16";"";"Books";329.11;2;"No Return";"Not Returned";0;23;"Female";"City67";"Debit Card";"Express";2.78;639.92;127.98
"ORD00001171";"PROD00001171";"USER00001171";"2024-07-06";"";"Home";168.16;3;"No Return";"Not Returned";0;63;"Female";"City35";"PayPal";"Express";13.15;438.14;87.63
"ORD00001172";"PROD00001172";"USER00001172";"2023-04-04";"";"Toys";279.93;4;"No Return";"Not Returned";0;68;"Female";"City95";"Credit Card";"Standard";31.52;766.78;153.36
"ORD00001173";"PROD00001173";"USER00001173";"2024-06-07";"2023-08-06";"Electronics";356.28;2;"Defective";"Returned";-306;18;"Female";"City23";"Gift Card";"Express";15.73;600.47;120.09
"ORD00001174";"PROD00001174";"USER00001174";"2023-07-12";"2023-04-19";"Toys";31.82;4;"Not as described";"Returned";-84;67;"Male";"City46";"Debit Card";"Next-Day";19.58;102.36;20.47
"ORD00001175";"PROD00001175";"USER00001175";"2024-07-05";"";"Clothing";335.82;1;"No Return";"Not Returned";0;24;"Female";"City96";"Debit Card";"Standard";22.48;260.33;52.07
"ORD00001176";"PROD00001176";"USER00001176";"2023-11-23";"2024-08-12";"Toys";82.17;2;"Not as described";"Returned";263;49;"Male";"City20";"PayPal";"Next-Day";41.45;96.22;19.24
"ORD00001177";"PROD00001177";"USER00001177";"2023-02-09";"";"Clothing";294.54;5;"No Return";"Not Returned";0;41;"Male";"City50";"Credit Card";"Standard";12.09;1294.65;258.93
"ORD00001178";"PROD00001178";"USER00001178";"2023-06-20";"";"Books";24.41;1;"No Return";"Not Returned";0;39;"Male";"City83";"Gift Card";"Standard";0.33;24.33;4.87
"ORD00001179";"PROD00001179";"USER00001179";"2023-09-12";"2023-06-10";"Toys";404.27;2;"Defective";"Returned";-94;33;"Male";"City38";"PayPal";"Standard";35.26;523.45;104.69
"ORD00001180";"PROD00001180";"USER00001180";"2024-09-23";"2024-12-23";"Home";40.97;5;"Not as described";"Returned";91;70;"Female";"City7";"Gift Card";"Standard";27.22;149.09;29.82
"ORD00001181";"PROD00001181";"USER00001181";"2024-09-26";"2023-10-17";"Toys";345.67;2;"Wrong item";"Returned";-345;38;"Female";"City73";"Credit Card";"Express";38.14;427.66;85.53
"ORD00001182";"PROD00001182";"USER00001182";"2024-03-14";"2023-02-28";"Home";455.13;1;"Not as described";"Returned";-380;45;"Male";"City30";"Debit Card";"Next-Day";42.56;261.43;52.29
"ORD00001183";"PROD00001183";"USER00001183";"2023-06-10";"2023-07-13";"Clothing";257.51;1;"Changed mind";"Returned";33;52;"Female";"City72";"Gift Card";"Next-Day";42.59;147.84;29.57
"ORD00001184";"PROD00001184";"USER00001184";"2023-10-30";"";"Home";18.83;2;"No Return";"Not Returned";0;43;"Female";"City49";"Credit Card";"Next-Day";40.58;22.38;4.48
"ORD00001185";"PROD00001185";"USER00001185";"2024-07-25";"2023-08-20";"Electronics";301.73;5;"Defective";"Returned";-340;58;"Female";"City95";"Gift Card";"Standard";12.67;1317.5;263.5
"ORD00001186";"PROD00001186";"USER00001186";"2023-08-09";"";"Toys";58.95;2;"No Return";"Not Returned";0;70;"Female";"City5";"Debit Card";"Standard";38.4;72.63;14.53
"ORD00001187";"PROD00001187";"USER00001187";"2024-02-06";"";"Books";5.27;1;"No Return";"Not Returned";0;69;"Female";"City75";"Gift Card";"Standard";23.96;4.01;0.8
"ORD00001188";"PROD00001188";"USER00001188";"2024-09-02";"";"Electronics";78.05;1;"No Return";"Not Returned";0;26;"Male";"City64";"Gift Card";"Standard";5.89;73.45;14.69
"ORD00001189";"PROD00001189";"USER00001189";"2024-03-17";"2024-02-21";"Home";67.22;5;"Defective";"Returned";-25;40;"Female";"City66";"Gift Card";"Express";22.26;261.28;52.26
"ORD00001190";"PROD00001190";"USER00001190";"2024-07-29";"2024-03-03";"Toys";304.8;5;"Wrong item";"Returned";-148;65;"Male";"City28";"Gift Card";"Standard";10.21;1368.4;273.68
"ORD00001191";"PROD00001191";"USER00001191";"2024-10-27";"2024-08-17";"Home";401.16;4;"Defective";"Returned";-71;46;"Female";"City88";"Gift Card";"Standard";30.07;1122.12;224.42
"ORD00001192";"PROD00001192";"USER00001192";"2023-06-01";"";"Home";360.83;5;"No Return";"Not Returned";0;37;"Female";"City39";"Gift Card";"Express";31.17;1241.8;248.36
"ORD00001193";"PROD00001193";"USER00001193";"2023-05-18";"";"Clothing";459.98;4;"No Return";"Not Returned";0;23;"Female";"City7";"Gift Card";"Express";17.61;1515.91;303.18
"ORD00001194";"PROD00001194";"USER00001194";"2023-07-31";"";"Books";27.87;1;"No Return";"Not Returned";0;43;"Female";"City66";"Gift Card";"Next-Day";16.51;23.27;4.65
"ORD00001195";"PROD00001195";"USER00001195";"2024-01-20";"2023-05-08";"Toys";328.05;4;"Not as described";"Returned";-257;40;"Female";"City81";"Debit Card";"Next-Day";9.28;1190.43;238.09
"ORD00001196";"PROD00001196";"USER00001196";"2024-03-03";"2024-08-04";"Toys";264.8;5;"Defective";"Returned";154;28;"Male";"City25";"Credit Card";"Next-Day";36.35;842.73;168.55
"ORD00001197";"PROD00001197";"USER00001197";"2023-11-30";"";"Home";451.27;4;"No Return";"Not Returned";0;21;"Female";"City93";"PayPal";"Standard";2.09;1767.35;353.47
"ORD00001198";"PROD00001198";"USER00001198";"2023-10-14";"";"Electronics";125.91;1;"No Return";"Not Returned";0;37;"Female";"City26";"Credit Card";"Next-Day";28.76;89.7;17.94
"ORD00001199";"PROD00001199";"USER00001199";"2023-01-17";"2024-03-22";"Clothing";113.7;4;"Wrong item";"Returned";430;61;"Female";"City14";"Gift Card";"Standard";19.4;366.57;73.31
"ORD00001200";"PROD00001200";"USER00001200";"2024-09-26";"2023-06-17";"Home";408.69;5;"Changed mind";"Returned";-467;65;"Female";"City54";"PayPal";"Next-Day";47.43;1074.24;214.85
"ORD00001201";"PROD00001201";"USER00001201";"2023-03-20";"";"Clothing";369.5;3;"No Return";"Not Returned";0;65;"Male";"City48";"Debit Card";"Standard";39.64;669.09;133.82
"ORD00001202";"PROD00001202";"USER00001202";"2024-11-17";"";"Books";126.96;2;"No Return";"Not Returned";0;32;"Female";"City92";"Debit Card";"Standard";17.6;209.23;41.85
"ORD00001203";"PROD00001203";"USER00001203";"2023-05-02";"";"Books";346.29;3;"No Return";"Not Returned";0;56;"Female";"City82";"PayPal";"Standard";34.72;678.17;135.63
"ORD00001204";"PROD00001204";"USER00001204";"2024-03-12";"";"Home";437.09;1;"No Return";"Not Returned";0;45;"Male";"City60";"Debit Card";"Express";38.99;266.67;53.33
"ORD00001205";"PROD00001205";"USER00001205";"2024-04-24";"";"Books";269.78;2;"No Return";"Not Returned";0;53;"Male";"City1";"PayPal";"Standard";46.55;288.39;57.68
"ORD00001206";"PROD00001206";"USER00001206";"2023-12-01";"";"Home";447.68;4;"No Return";"Not Returned";0;46;"Male";"City76";"Gift Card";"Standard";43.5;1011.76;202.35
"ORD00001207";"PROD00001207";"USER00001207";"2023-03-25";"2024-05-23";"Home";122.46;1;"Not as described";"Returned";425;35;"Female";"City96";"Debit Card";"Standard";0.14;122.29;24.46
"ORD00001208";"PROD00001208";"USER00001208";"2023-10-08";"2024-05-31";"Clothing";344.72;4;"Changed mind";"Returned";236;36;"Male";"City3";"PayPal";"Express";19.49;1110.14;222.03
"ORD00001209";"PROD00001209";"USER00001209";"2023-07-30";"";"Clothing";227.29;2;"No Return";"Not Returned";0;56;"Male";"City48";"Debit Card";"Express";23.33;348.53;69.71
"ORD00001210";"PROD00001210";"USER00001210";"2023-08-31";"2024-08-03";"Electronics";221.51;1;"Defective";"Returned";338;52;"Female";"City97";"PayPal";"Express";38.52;136.18;27.24
